wind_speed,swr,c_relax_C,par_id
0.91635,1.2368,0.0081069,p0001
0.9845,1.3529,0.0094559,p0002
1.0382,1.3341,0.005658,p0003
1.118,1.455,0.0029981,p0004
1.3285,1.0784,0.0040238,p0005
0.9898,1.049,0.0072995,p0006
0.71487,1.2065,0.0055271,p0007
0.88348,1.2413,0.000175,p0008
1.1187,1.0933,0.0077142,p0009
0.57297,1.2761,0.0010838,p0010
1.1048,1.1553,0.0057136,p0011
0.59714,1.276,0.0064746,p0012
1.2045,1.2964,0.0097468,p0013
0.73365,1.1019,0.0079769,p0014
1.1826,1.0245,0.0029279,p0015
1.1504,1.22,0.00092598,p0016
1.4207,1.028,0.00020381,p0017
1.4334,1.1833,0.001658,p0018
0.79379,1.2977,0.00056312,p0019
0.96641,0.82707,0.0071417,p0020
1.1101,1.0882,0.0080057,p0021
1.0221,1.4168,0.0047634,p0022
1.5415,0.93645,0.0084469,p0023
0.82807,1.0294,0.0082022,p0024
1.2083,1.1494,0.0032958,p0025
0.61312,1.3407,0.0037201,p0026
0.96174,0.86586,0.0015966,p0027
1.3552,1.4347,0.0040917,p0028
1.1981,1.4432,0.0098467,p0029
0.94676,1.379,0.0018437,p0030
1.5848,1.3196,0.00058024,p0031
0.51459,1.3729,0.0089562,p0032
1.6196,1.1452,0.0027087,p0033
0.99112,1.4916,0.0018725,p0034
0.84296,1.3484,0.009714,p0035
1.5306,0.80474,0.0057807,p0036
1.2234,0.84915,0.0039399,p0037
0.70773,1.0362,0.0089345,p0038
1.3573,1.4554,0.0037004,p0039
0.74001,1.28,0.0053537,p0040
0.5963,0.87176,0.0038805,p0041
1.3897,1.0434,0.0033688,p0042
0.77308,1.2118,0.001308,p0043
1.1295,1.3641,0.0026541,p0044
0.77771,0.98497,0.0063603,p0045
0.66835,1.0501,0.0087341,p0046
1.1525,1.4051,0.0042789,p0047
1.3262,1.4447,0.0091628,p0048
1.0943,1.2143,0.00353,p0049
0.67022,1.3955,0.00041862,p0050
1.2674,1.1674,0.0059282,p0051
1.5976,0.85794,0.0015544,p0052
0.89205,1.1226,0.00065212,p0053
0.7117,1.0369,0.0088839,p0054
1.3035,1.393,0.002603,p0055
0.64187,1.39,0.0029049,p0056
0.55723,1.0816,0.00072705,p0057
0.63486,1.4746,0.0094032,p0058
1.154,0.95909,0.0079999,p0059
1.0694,0.89595,0.0058083,p0060
1.0503,1.151,0.0023116,p0061
1.543,1.1105,0.0013755,p0062
1.2804,1.4901,0.0041249,p0063
1.0089,0.88846,0.006018,p0064
1.6422,1.3223,0.0069281,p0065
1.3159,1.4047,0.0060698,p0066
1.2026,0.97491,0.0069891,p0067
1.0814,1.1637,0.0042397,p0068
1.3448,1.0853,0.00051204,p0069
0.82388,1.3948,0.00025813,p0070
1.3392,0.90305,0.0082536,p0071
0.94449,1.2918,0.0037335,p0072
0.62315,0.85236,0.0014683,p0073
0.67526,0.95708,0.0038369,p0074
0.66711,1.3622,0.0099805,p0075
1.5266,0.94989,0.0087094,p0076
1.1875,1.063,0.0091241,p0077
1.361,1.3984,0.0061257,p0078
0.82097,1.2158,0.0084824,p0079
0.93584,1.0197,0.0078059,p0080
1.1411,1.303,0.0073705,p0081
1.016,1.2447,0.0035473,p0082
0.87076,0.944,0.0076667,p0083
0.59167,1.302,0.0039202,p0084
1.5001,0.96859,0.0069443,p0085
0.88466,1.2688,0.0071869,p0086
0.67341,0.95508,0.0057956,p0087
0.97074,0.89726,0.0053412,p0088
1.529,1.1482,0.0040594,p0089
1.6398,1.1919,0.0092986,p0090
1.1891,1.4776,0.0048011,p0091
1.2362,1.2361,0.0087253,p0092
1.0175,1.0678,0.0094978,p0093
0.78753,0.94916,0.0094364,p0094
1.563,1.4112,0.0052672,p0095
0.8066,1.4937,0.0036835,p0096
1.538,1.4732,0.0017154,p0097
1.3593,1.1386,0.0019451,p0098
0.61841,0.88048,0.0082355,p0099
0.7452,0.86215,0.0066824,p0100
0.51974,1.0833,0.0028571,p0101
1.3984,1.2841,0.0076381,p0102
1.5556,1.3357,0.0074253,p0103
0.53423,1.0961,0.0062132,p0104
0.79608,1.1045,0.0049671,p0105
1.0915,1.424,0.0025758,p0106
0.6953,1.1686,0.0021322,p0107
0.93884,1.2714,0.0067417,p0108
0.59985,1.3326,0.0086516,p0109
1.487,1.4414,0.004436,p0110
1.4481,1.4122,0.0046919,p0111
1.1365,1.4995,0.0064109,p0112
0.70324,0.87749,0.00047779,p0113
0.62795,0.90957,0.0028045,p0114
0.5181,1.3606,0.0050154,p0115
0.57699,0.88128,0.0090121,p0116
0.75792,1.4077,0.0017439,p0117
1.48,0.81207,0.0090712,p0118
1.5242,1.3193,0.0077782,p0119
1.4363,1.2177,0.0018023,p0120
1.2539,1.1516,0.0062604,p0121
1.5756,0.99122,0.006181,p0122
1.086,0.91913,0.0012559,p0123
0.52672,1.0807,0.0041555,p0124
0.70027,1.0983,0.0061033,p0125
1.1761,1.4028,0.00022992,p0126
1.6062,0.81277,0.00013139,p0127
1.4184,1.1435,0.0021195,p0128
0.73824,1.1093,0.0081422,p0129
0.95391,0.9173,0.0049068,p0130
1.4076,1.1931,0.0079292,p0131
1.4848,1.4622,0.005127,p0132
0.72187,1.0159,0.00066621,p0133
0.74955,1.0943,0.0074294,p0134
1.4716,1.1966,0.0027524,p0135
0.85027,1.0201,0.0094071,p0136
0.93265,0.96123,0.0011599,p0137
0.53699,1.4876,0.0028269,p0138
0.72531,1.0346,0.0042304,p0139
0.76214,1.2777,0.0054117,p0140
1.3847,0.80572,0.0070202,p0141
1.2354,0.91239,0.0027866,p0142
0.7914,1.1582,0.0011118,p0143
1.6446,0.87661,0.0034918,p0144
0.80234,1.2721,0.0078927,p0145
1.3793,0.88644,0.0030781,p0146
1.1686,1.24,0.0089298,p0147
0.85546,1.073,0.001969,p0148
0.56286,1.1889,0.0045432,p0149
0.82944,1.0673,0.00081158,p0150
1.2773,1.2256,0.0092186,p0151
1.1335,1.3973,0.0019389,p0152
0.9261,1.0544,0.0054815,p0153
0.83164,0.97346,0.0016219,p0154
0.73554,1.3468,0.0022256,p0155
1.4558,1.2951,0.0039679,p0156
1.0473,0.97516,0.0093697,p0157
1.1162,1.1203,0.0083835,p0158
0.69949,0.97748,0.0054611,p0159
0.68261,1.3143,0.0092291,p0160
0.50447,1.0617,0.0020986,p0161
1.2396,1.4302,0.00035794,p0162
1.5364,0.84192,0.00060233,p0163
1.3709,0.90446,0.0035109,p0164
1.4658,1.2593,0.0042756,p0165
1.3483,1.0692,0.0051331,p0166
1.2211,1.0071,0.0095149,p0167
0.81672,1.4205,0.0053125,p0168
0.82602,1.2671,0.0015676,p0169
0.63302,1.1333,0.00010281,p0170
1.1015,0.83919,0.0016299,p0171
0.89034,1.2543,0.0062794,p0172
0.90081,0.8094,0.0065363,p0173
0.58329,0.98776,0.0010525,p0174
1.6146,0.84232,0.0058968,p0175
1.2442,0.80372,0.0024146,p0176
0.77908,1.4608,0.0054975,p0177
1.6091,1.2567,0.001212,p0178
1.1593,1.2156,0.0036134,p0179
1.491,1.4069,0.0041791,p0180
0.51377,1.2854,0.0064792,p0181
0.87557,0.84059,0.0019818,p0182
1.2307,1.1064,0.0079144,p0183
1.2857,1.3269,0.0098876,p0184
1.4029,0.82051,0.0061567,p0185
1.312,1.3583,0.0052461,p0186
1.6262,1.4842,0.0077005,p0187
1.074,1.1398,0.0030916,p0188
1.5691,1.1717,0.0086696,p0189
0.92114,1.4138,0.00088756,p0190
1.0483,0.81869,0.0025741,p0191
1.2267,0.92524,0.0011746,p0192
1.6166,1.2336,0.0085889,p0193
1.0829,0.80825,0.0037662,p0194
1.219,1.3425,0.0017792,p0195
0.63992,1.4194,0.0093262,p0196
0.63638,1.0587,0.005613,p0197
0.99574,1.4982,0.0062402,p0198
1.4059,1.2225,0.0082637,p0199
0.71962,1.2699,0.0009857,p0200
1.0121,0.93354,0.0091416,p0201
1.5949,1.4333,0.00081444,p0202
0.81395,1.4374,0.0062335,p0203
1.2713,0.90878,0.00029789,p0204
1.025,1.1985,0.0041672,p0205
0.8817,0.94272,0.0024993,p0206
0.91078,0.92862,0.0055198,p0207
0.75144,1.3496,0.004375,p0208
0.63091,1.3386,0.00052421,p0209
0.58671,0.92128,0.0045575,p0210
1.4841,0.83352,0.00045557,p0211
